Feature,Coefficient,Absolute
categorical__R_emaildomain_yahoo.fr,11.86191727724909,11.86191727724909
categorical__P_emaildomain_yahoo.fr,11.861917276628889,11.861917276628889
categorical__DeviceInfo_LG-K530 Build/NRD90U,11.770269174427995,11.770269174427995
categorical__id_31_mobile safari 10.0,11.765986838203979,11.765986838203979
categorical__id_30_iOS,11.695148102048192,11.695148102048192
categorical__DeviceInfo_BLADE V8 SE Build/NRD90M,-11.67483201946205,11.67483201946205
categorical__P_emaildomain_att.net,11.635817462007463,11.635817462007463
numeric__V238,-11.528905296606025,11.528905296606025
categorical__DeviceInfo_SM-A320FL Build/MMB29K,-11.47883221754891,11.47883221754891
categorical__DeviceInfo_F3213 Build/36.1.A.1.86,11.439240524963104,11.439240524963104
categorical__DeviceInfo_SM-G950U Build/NRD90M,11.405800369214278,11.405800369214278
categorical__DeviceInfo_SM-S120VL,-11.318796537980079,11.318796537980079
numeric__V248,11.312681779889822,11.312681779889822
numeric__V209,-11.303803243476747,11.303803243476747
categorical__P_emaildomain_live.com.mx,11.257194122411388,11.257194122411388
categorical__R_emaildomain_live.com.mx,11.257194122052823,11.257194122052823
categorical__DeviceInfo_SM-T817V Build/NRD90M,11.211742694494895,11.211742694494895
numeric__V208,11.18000700081685,11.18000700081685
categorical__id_15_New,-11.134380716433878,11.134380716433878
categorical__P_emaildomain_netzero.com,-11.115401877955943,11.115401877955943
numeric__V270,11.05514414379564,11.05514414379564
categorical__DeviceInfo_Ilium LT510 Build/MRA58K,11.053499192385996,11.053499192385996
categorical__P_emaildomain_yahoo.com,11.033389128433535,11.033389128433535
numeric__V194,10.985697641883664,10.985697641883664
categorical__DeviceInfo_LG-H990 Build/NRD90M,-10.951238484207412,10.951238484207412
categorical__id_30_Android 6.0,-10.855426756883414,10.855426756883414
categorical__DeviceInfo_Pixel Build/OPM1.171019.011,10.778389682733748,10.778389682733748
categorical__DeviceInfo_SM-G610M Build/MMB29K,10.746073775559179,10.746073775559179
numeric__V332,-10.695417065120022,10.695417065120022
numeric__V11,-10.577395020399763,10.577395020399763
categorical__id_31_chrome 50.0 for android,-10.486577112583769,10.486577112583769
categorical__id_31_edge,10.481451766170037,10.481451766170037
numeric__V315,10.479607280124828,10.479607280124828
categorical__id_23_IP_PROXY:HIDDEN,-10.471856995335564,10.471856995335564
categorical__id_31_chrome 62.0 for android,10.44940975005075,10.44940975005075
categorical__id_15_Unknown,10.442013025685766,10.442013025685766
numeric__V200,10.411365745958465,10.411365745958465
categorical__R_emaildomain_yahoo.de,-10.405293354396813,10.405293354396813
categorical__P_emaildomain_yahoo.de,-10.405293354321058,10.405293354321058
numeric__V221,-10.393120585396638,10.393120585396638
numeric__V152,-10.363154174797756,10.363154174797756
categorical__id_31_chrome generic,10.359445008004526,10.359445008004526
categorical__R_emaildomain_outlook.com,10.33124713170557,10.33124713170557
categorical__DeviceInfo_D6603 Build/23.5.A.1.291,10.22481000933149,10.22481000933149
categorical__DeviceInfo_GT-I9300,-10.177707170128718,10.177707170128718
numeric__V90,10.16051831907351,10.16051831907351
categorical__id_30_Windows XP,10.1359139160219,10.1359139160219
categorical__P_emaildomain_ptd.net,10.075533199973757,10.075533199973757
numeric__V21,-10.064387644136414,10.064387644136414
categorical__P_emaildomain_hotmail.es,10.015053386521341,10.015053386521341
categorical__R_emaildomain_hotmail.es,10.015053386044958,10.015053386044958
numeric__V322,9.995264519321985,9.995264519321985
categorical__DeviceInfo_SAMSUNG SM-G930F Build/NRD90M,-9.972673910910478,9.972673910910478
numeric__V39,9.932979954265264,9.932979954265264
numeric__V289,9.895819598181323,9.895819598181323
categorical__id_30_Android 7.0,9.77037054610895,9.77037054610895
numeric__V117,-9.75654122952109,9.75654122952109
categorical__DeviceInfo_SM-J700M Build/MMB29K,9.72971030154769,9.72971030154769
numeric__V197,-9.72205244090114,9.72205244090114
categorical__DeviceInfo_Microsoft,9.522804423610664,9.522804423610664
categorical__DeviceInfo_M4 SS4457 Build/MRA58K,-9.513687920536656,9.513687920536656
categorical__P_emaildomain_yahoo.com.mx,9.48638561074871,9.48638561074871
categorical__R_emaildomain_yahoo.com.mx,9.486385610439626,9.486385610439626
numeric__V327,9.456626045754069,9.456626045754069
numeric__V139,-9.440026157873268,9.440026157873268
numeric__V314,-9.411576527401126,9.411576527401126
categorical__id_31_edge 13.0,9.404368280768084,9.404368280768084
categorical__DeviceInfo_LG-K500 Build/MMB29M,-9.366762993036419,9.366762993036419
categorical__id_31_chrome 55.0 for android,-9.337333344168057,9.337333344168057
categorical__id_30_iOS 11.1.0,-9.201628383515422,9.201628383515422
numeric__V330,9.124568571131446,9.124568571131446
categorical__R_emaildomain_live.com,9.002433065395353,9.002433065395353
categorical__R_emaildomain_att.net,8.859631880710813,8.859631880710813
categorical__id_33_3000x2000,8.706063653719589,8.706063653719589
categorical__DeviceInfo_SM-T530NU Build/LRX22G,8.630293205311341,8.630293205311341
numeric__V227,-8.526418265708163,8.526418265708163
numeric__V205,-8.499253593018237,8.499253593018237
numeric__V22,8.423491398297685,8.423491398297685
categorical__id_30_Android 5.0.2,8.403168731696704,8.403168731696704
numeric__V178,-8.231454299114892,8.231454299114892
numeric__V44,-8.101841264340829,8.101841264340829
categorical__DeviceInfo_HTC One M9 Build/NRD90M,-8.048255509095736,8.048255509095736
categorical__id_38_T,8.001363067263718,8.001363067263718
categorical__M2_T,-7.9990082675051,7.9990082675051
numeric__V165,7.97307605469651,7.97307605469651
categorical__DeviceInfo_BLADE A602 Build/MRA58K,-7.9668772027583215,7.9668772027583215
categorical__DeviceInfo_SM-A510M Build/NRD90M,7.956575749643299,7.956575749643299
categorical__DeviceInfo_7055A Build/KVT49L,7.954825890144898,7.954825890144898
numeric__V217,7.9451442459525214,7.9451442459525214
numeric__V27,-7.845194433194138,7.845194433194138
numeric__V28,7.826606283076117,7.826606283076117
categorical__id_31_mobile safari 11.0,7.781615230406604,7.781615230406604
categorical__id_30_iOS 11.0.2,-7.7625626612924545,7.7625626612924545
numeric__V190,-7.745640944942471,7.745640944942471
numeric__V335,7.727514463334821,7.727514463334821
numeric__V5,7.722471503541934,7.722471503541934
categorical__DeviceInfo_SLA-L03 Build/HUAWEISLA-L03,7.7196284101249955,7.7196284101249955
categorical__DeviceInfo_5025G Build/LMY47I,-7.718499178403115,7.718499178403115
numeric__V228,-7.695045570168302,7.695045570168302
categorical__DeviceInfo_SAMSUNG-SM-J327A Build/NRD90M,7.632946689206252,7.632946689206252
numeric__V272,-7.620902613058519,7.620902613058519
numeric__V120,7.5579885727391165,7.5579885727391165
numeric__D10,-7.557837313151489,7.557837313151489
numeric__V239,7.552328834910128,7.552328834910128
categorical__P_emaildomain_gmail.com,7.476757059493428,7.476757059493428
numeric__V35,7.459990667449831,7.459990667449831
categorical__id_30_iOS 11.0.3,7.4461528783502935,7.4461528783502935
categorical__DeviceInfo_TRT-L53 Build/HUAWEITRT-L53,-7.436229436005125,7.436229436005125
numeric__V252,-7.432638465389024,7.432638465389024
numeric__V283,-7.377190728468644,7.377190728468644
categorical__DeviceInfo_Hisense L675 Build/MRA58K,-7.376494603452477,7.376494603452477
categorical__id_31_mobile safari 9.0,7.355520279575768,7.355520279575768
categorical__DeviceInfo_M4 SS4451 Build/LMY47D,7.334620754451127,7.334620754451127
categorical__P_emaildomain_live.com,-7.253639409869646,7.253639409869646
categorical__DeviceInfo_TA-1039 Build/NMF26F,-7.2470910120693,7.2470910120693
categorical__M4_M2,7.246605602551435,7.246605602551435
categorical__id_31_ie 11.0 for tablet,7.216122139107861,7.216122139107861
numeric__id_32,7.1149538165943405,7.1149538165943405
categorical__R_emaildomain_verizon.net,-7.113747536901417,7.113747536901417
numeric__V255,-7.048858137071079,7.048858137071079
numeric__V157,-7.040529159308699,7.040529159308699
numeric__V199,-7.0221985128075755,7.0221985128075755
categorical__id_30_Android 7.1.1,-7.010309825314896,7.010309825314896
numeric__V235,6.975714536726342,6.975714536726342
categorical__id_30_iOS 10.1.1,6.7063396027420925,6.7063396027420925
numeric__V286,-6.704286059639328,6.704286059639328
categorical__DeviceInfo_SM-G925V Build/NRD90M,-6.667549713385096,6.667549713385096
categorical__DeviceInfo_rv:51.0,6.663248593267486,6.663248593267486
numeric__V338,6.623318242675107,6.623318242675107
categorical__id_31_firefox 47.0,6.619055677414479,6.619055677414479
categorical__M9_T,-6.557474623424979,6.557474623424979
numeric__V122,-6.547089054652449,6.547089054652449
categorical__DeviceInfo_XT1635-01,-6.525423978185628,6.525423978185628
numeric__V66,6.451851020429889,6.451851020429889
categorical__DeviceInfo_LG-K200 Build/MXB48T,6.447720146907321,6.447720146907321
categorical__id_30_iOS 11.1.1,6.425184028812305,6.425184028812305
categorical__id_30_Windows Vista,6.39970639270392,6.39970639270392
categorical__card4_mastercard,-6.375892296235614,6.375892296235614
numeric__V333,6.364446598468105,6.364446598468105
numeric__V91,-6.3311211967803835,6.3311211967803835
numeric__D15,-6.297435797950628,6.297435797950628
categorical__R_emaildomain_suddenlink.net,6.273783861599393,6.273783861599393
categorical__DeviceInfo_SAMSUNG SM-J320F Build/LMY47V,6.249114833308188,6.249114833308188
categorical__DeviceInfo_SM-N920T Build/NRD90M,-6.240838789105099,6.240838789105099
numeric__V171,-6.145525486143562,6.145525486143562
numeric__C10,-6.142624366945714,6.142624366945714
numeric__V195,-6.085760168044498,6.085760168044498
categorical__DeviceInfo_LGMP260 Build/NRD90U,-6.06620646364557,6.06620646364557
numeric__V19,6.036063554406768,6.036063554406768
numeric__V46,5.951660126023304,5.951660126023304
numeric__V206,-5.914737043096068,5.914737043096068
numeric__V124,-5.87023147150615,5.87023147150615
categorical__id_37_T,5.823906253986668,5.823906253986668
categorical__DeviceInfo_SM-G920V Build/MMB29K,5.785066112022135,5.785066112022135
numeric__V297,-5.72481967258822,5.72481967258822
categorical__DeviceInfo_LG-H650 Build/MRA58K,5.666784231061941,5.666784231061941
categorical__R_emaildomain_yahoo.com,-5.625038339060535,5.625038339060535
categorical__DeviceInfo_Windows NT 6.1,-5.585187321531848,5.585187321531848
categorical__id_30_func,-5.574181554448104,5.574181554448104
numeric__V141,5.532352379107133,5.532352379107133
numeric__V173,5.501827420632177,5.501827420632177
categorical__DeviceInfo_SAMSUNG-SM-N920A Build/NRD90M,-5.386594213641703,5.386594213641703
numeric__V160,-5.385000164894459,5.385000164894459
categorical__P_emaildomain_embarqmail.com,-5.376179069364196,5.376179069364196
categorical__DeviceInfo_BLL-L23 Build/HUAWEIBLL-L23,-5.337023187221263,5.337023187221263
numeric__V36,-5.336336427405517,5.336336427405517
categorical__id_35_T,5.330017461496111,5.330017461496111
numeric__C2,-5.317046264468077,5.317046264468077
categorical__P_emaildomain_ymail.com,5.311624674113086,5.311624674113086
categorical__id_16_NotFound,-5.303689076001266,5.303689076001266
numeric__TransactionDT,-5.275543428620354,5.275543428620354
numeric__V40,-5.260634605371117,5.260634605371117
numeric__C5,5.254582048252258,5.254582048252258
categorical__DeviceInfo_VS820,5.232839630040463,5.232839630040463
numeric__V93,5.212427082808918,5.212427082808918
numeric__V191,5.212389938068551,5.212389938068551
categorical__DeviceInfo_SM-G900T Build/MMB29M,5.177672382418217,5.177672382418217
categorical__DeviceInfo_XT1650 Build/NCLS26.118-23-13-3,5.176983938213414,5.176983938213414
categorical__DeviceInfo_MotoG3 Build/MPIS24.65-33.1-2-16,5.135644180882201,5.135644180882201
categorical__DeviceInfo_XT1064 Build/MPB24.65-34-3,5.124253369144696,5.124253369144696
categorical__DeviceInfo_Hisense F20 Build/MMB29M,-5.005574939797353,5.005574939797353
numeric__D4,-4.992278083223132,4.992278083223132
categorical__R_emaildomain_gmail,4.950554365314178,4.950554365314178
categorical__id_30_iOS 10.3.2,4.934910271466614,4.934910271466614
numeric__V334,-4.911637155904206,4.911637155904206
numeric__V300,-4.847547162973834,4.847547162973834
categorical__R_emaildomain_rocketmail.com,4.806873342776173,4.806873342776173
numeric__V151,-4.748530605132597,4.748530605132597
numeric__V118,-4.737068826198257,4.737068826198257
categorical__DeviceInfo_SM-N910V Build/MMB29M,-4.73023849470772,4.73023849470772
numeric__V257,4.717157638840444,4.717157638840444
numeric__V262,4.7159807744436675,4.7159807744436675
numeric__V86,4.666167161106024,4.666167161106024
categorical__R_emaildomain_prodigy.net.mx,4.615821734808966,4.615821734808966
categorical__P_emaildomain_prodigy.net.mx,4.615821734023904,4.615821734023904
numeric__V64,4.6031353502346555,4.6031353502346555
numeric__V259,-4.476538934443118,4.476538934443118
categorical__R_emaildomain_roadrunner.com,4.472798844446398,4.472798844446398
numeric__V145,-4.456109730905931,4.456109730905931
numeric__V53,-4.443798094391954,4.443798094391954
numeric__V143,4.436592461353926,4.436592461353926
categorical__DeviceInfo_SM-G925I Build/NRD90M,4.415698225590481,4.415698225590481
numeric__V188,-4.409973735078612,4.409973735078612
numeric__V271,4.363385596853938,4.363385596853938
numeric__V49,-4.326405746808518,4.326405746808518
numeric__V180,-4.2982721911845365,4.2982721911845365
numeric__V114,-4.287884927139314,4.287884927139314
categorical__DeviceInfo_HTC Desire 650 Build/MMB29M,-4.258175656230214,4.258175656230214
numeric__V4,-4.237615047121419,4.237615047121419
categorical__DeviceInfo_SAMSUNG SM-G531H Build/LMY48B,4.200047730396815,4.200047730396815
categorical__id_31_Samsung/SM-G531H,4.2000477296991,4.2000477296991
numeric__C13,4.155752894015399,4.155752894015399
categorical__id_29_NotFound,4.117482642023987,4.117482642023987
numeric__V220,-4.094555085736816,4.094555085736816
numeric__V244,-4.093176723313054,4.093176723313054
categorical__id_31_chrome 60.0 for android,4.0684261654444756,4.0684261654444756
numeric__V59,-4.0336187680813795,4.0336187680813795
numeric__C6,4.014044117738534,4.014044117738534
categorical__ProductCD_H,-3.990091374411854,3.990091374411854
numeric__V163,-3.9441379002353774,3.9441379002353774
categorical__DeviceInfo_LG-D373 Build/KOT49I.V10a,-3.9156918142406325,3.9156918142406325
categorical__M8_T,-3.882025233880276,3.882025233880276
numeric__V302,-3.8572629397718123,3.8572629397718123
numeric__V110,-3.854022666523127,3.854022666523127
numeric__V62,3.841795346898799,3.841795346898799
numeric__V198,3.8393263916380853,3.8393263916380853
numeric__V45,3.746460768796805,3.746460768796805
numeric__V34,3.725598934295229,3.725598934295229
numeric__V12,-3.701672956479177,3.701672956479177
categorical__M4_M1,-3.6943611844330997,3.6943611844330997
numeric__V42,-3.6602827878165125,3.6602827878165125
numeric__V70,-3.589672762559798,3.589672762559798
categorical__id_33_3360x2100,3.58208072513136,3.58208072513136
categorical__DeviceInfo_SM-G935F Build/NRD90M,-3.5804342296201286,3.5804342296201286
numeric__dist1,3.561351647348939,3.561351647348939
numeric__V336,3.51917066995994,3.51917066995994
numeric__D11,-3.516631429036123,3.516631429036123
categorical__DeviceInfo_SAMSUNG SM-A520F Build/NRD90M,3.509061600238662,3.509061600238662
numeric__V85,3.4699573949144904,3.4699573949144904
numeric__V183,3.4682933644423533,3.4682933644423533
numeric__V76,-3.45240330681888,3.45240330681888
categorical__ProductCD_S,-3.4497640542443184,3.4497640542443184
numeric__V67,-3.4116834569139485,3.4116834569139485
categorical__id_30_iOS 10.3.3,-3.3973817760979834,3.3973817760979834
numeric__V84,-3.3522804827117803,3.3522804827117803
numeric__V20,-3.279200716772322,3.279200716772322
categorical__DeviceInfo_LG-M322,3.2461930739384726,3.2461930739384726
numeric__V69,3.240795158392441,3.240795158392441
categorical__DeviceInfo_rv:55.0,-3.225445774881373,3.225445774881373
categorical__id_31_firefox 55.0,-3.2254457748142857,3.2254457748142857
numeric__V55,3.2058989359339694,3.2058989359339694
categorical__id_23_IP_PROXY:TRANSPARENT,-3.194252701016321,3.194252701016321
categorical__DeviceInfo_HTC Desire 626s Build/LMY47O,3.1878879068342303,3.1878879068342303
categorical__R_emaildomain_gmail.com,3.1835839971575677,3.1835839971575677
categorical__P_emaildomain_outlook.com,3.1744163241363337,3.1744163241363337
categorical__DeviceInfo_HUAWEI Y625-U13 Build/HUAWEIY625-U13,-3.1701670774272475,3.1701670774272475
numeric__V6,3.165755698040509,3.165755698040509
categorical__M7_T,3.1639446326641605,3.1639446326641605
numeric__V60,3.1163592111627674,3.1163592111627674
numeric__V112,3.1000528064222292,3.1000528064222292
categorical__DeviceInfo_LG-M250 Build/NRD90U,3.0852143534276424,3.0852143534276424
numeric__V79,-3.0081945792407194,3.0081945792407194
numeric__V293,2.989406413260594,2.989406413260594
numeric__V256,2.97864825130139,2.97864825130139
numeric__V2,-2.975955984207758,2.975955984207758
numeric__V47,-2.955160418371871,2.955160418371871
numeric__V75,2.9312574101235587,2.9312574101235587
categorical__id_31_ie 11.0 for desktop,-2.9255598625299237,2.9255598625299237
categorical__DeviceInfo_Y635-L03 Build/HuaweiY635-L03,2.8861103884941635,2.8861103884941635
numeric__V147,2.8835722034947757,2.8835722034947757
categorical__DeviceInfo_Lenovo,2.8826741993898035,2.8826741993898035
categorical__DeviceInfo_HTC One A9 Build/NRD90M,-2.856612118696574,2.856612118696574
numeric__V301,-2.846774951368266,2.846774951368266
numeric__V23,2.836909428264799,2.836909428264799
numeric__V94,2.820131958724024,2.820131958724024
numeric__V201,-2.7763694424015775,2.7763694424015775
numeric__V325,2.7600562789434586,2.7600562789434586
numeric__V304,2.7449332917854536,2.7449332917854536
numeric__V54,2.7195537816208812,2.7195537816208812
categorical__id_31_opera,2.7126341627581736,2.7126341627581736
numeric__V87,-2.6795513390565526,2.6795513390565526
numeric__V56,-2.6550225858181404,2.6550225858181404
categorical__DeviceInfo_Blade V6 Build/LRX22G,2.6287963813096265,2.6287963813096265
numeric__V251,-2.6247583211767154,2.6247583211767154
numeric__D12,2.606348697890084,2.606348697890084
numeric__V196,2.595048356683497,2.595048356683497
categorical__DeviceInfo_5010S Build/MRA58K,-2.5727529682105392,2.5727529682105392
categorical__DeviceInfo_SM-J500M Build/LMY48B,2.5642977279486354,2.5642977279486354
numeric__D3,2.5263597787127114,2.5263597787127114
numeric__V25,-2.506185247236928,2.506185247236928
numeric__V92,-2.4972387173464856,2.4972387173464856
numeric__V292,2.4503678679198524,2.4503678679198524
categorical__card4_visa,-2.4372576449934944,2.4372576449934944
categorical__DeviceInfo_SM-J710MN Build/MMB29K,2.436610189869312,2.436610189869312
numeric__V312,-2.4348788843389535,2.4348788843389535
numeric__V164,-2.4144688255172726,2.4144688255172726
numeric__V260,-2.385269549277149,2.385269549277149
numeric__V231,-2.3521738694508176,2.3521738694508176
categorical__DeviceInfo_SM-A510M Build/MMB29K,-2.3444389796252394,2.3444389796252394
numeric__V281,-2.3068758704609804,2.3068758704609804
numeric__V185,-2.291099930563883,2.291099930563883
numeric__V33,-2.276759223147698,2.276759223147698
numeric__V176,2.2677228676752597,2.2677228676752597
numeric__V159,2.250342874517907,2.250342874517907
numeric__V146,2.238219573807731,2.238219573807731
numeric__V175,-2.213573788226199,2.213573788226199
categorical__id_31_chrome 61.0,2.1778923397524785,2.1778923397524785
numeric__id_14,-2.164499335365042,2.164499335365042
numeric__V26,2.148683337666216,2.148683337666216
categorical__DeviceInfo_Moto X Play Build/NPD26.48-24-1,-2.1470669262411484,2.1470669262411484
categorical__DeviceInfo_Moto C Build/NRD90M.063,-2.143349277083865,2.143349277083865
categorical__DeviceInfo_M4 SS4450 Build/MRA58K,2.129187320136832,2.129187320136832
numeric__V329,-2.115528336446082,2.115528336446082
numeric__V308,-1.9965820452140268,1.9965820452140268
numeric__V150,1.990397148564531,1.990397148564531
numeric__id_11,-1.959536157090754,1.959536157090754
numeric__V82,1.930363617079375,1.930363617079375
numeric__V38,1.9244849282904157,1.9244849282904157
numeric__V161,-1.9194819129948133,1.9194819129948133
categorical__id_31_mobile safari generic,-1.846179325957778,1.846179325957778
categorical__DeviceInfo_Lenovo PB1-750M Build/S100,1.8268689689433204,1.8268689689433204
numeric__V83,-1.7805887270218381,1.7805887270218381
numeric__V140,1.7553323671211247,1.7553323671211247
numeric__card1,-1.707586532511061,1.707586532511061
numeric__V123,1.6969129232657991,1.6969129232657991
numeric__V115,1.6500325490994916,1.6500325490994916
numeric__addr2,-1.6183317393276067,1.6183317393276067
numeric__D6,1.5866436542626736,1.5866436542626736
numeric__V7,-1.5475275207508559,1.5475275207508559
numeric__V144,1.5235581057871759,1.5235581057871759
categorical__DeviceInfo_SM-G900V,-1.5156369487030672,1.5156369487030672
numeric__V80,-1.5039677657152202,1.5039677657152202
numeric__id_13,-1.4959851775778854,1.4959851775778854
categorical__id_31_chrome 57.0,1.4795324965440921,1.4795324965440921
numeric__V182,1.462261389881255,1.462261389881255
numeric__D9,-1.447596067194107,1.447596067194107
numeric__id_04,1.4455932118975263,1.4455932118975263
numeric__V162,1.4422440034042774,1.4422440034042774
numeric__V113,-1.3981642558548737,1.3981642558548737
numeric__V51,-1.3468894982637853,1.3468894982637853
numeric__V169,-1.3313066325712706,1.3313066325712706
numeric__V172,1.3090387592201838,1.3090387592201838
numeric__V138,1.3070498399434893,1.3070498399434893
numeric__id_18,1.3054345206740123,1.3054345206740123
categorical__DeviceInfo_Moto,1.2999673056143535,1.2999673056143535
categorical__R_emaildomain_icloud.com,1.294097394021936,1.294097394021936
categorical__DeviceInfo_Pixel XL Build/OPM1.171019.011,1.2887583757836811,1.2887583757836811
numeric__V111,1.2785109998009434,1.2785109998009434
numeric__id_01,1.210004265907837,1.210004265907837
numeric__V78,-1.209850094060061,1.209850094060061
numeric__V50,1.1948841513114505,1.1948841513114505
categorical__id_31_firefox generic,-1.1899854131193162,1.1899854131193162
numeric__V3,1.17048776352416,1.17048776352416
numeric__V63,-1.1691555406395375,1.1691555406395375
categorical__id_31_chrome 51.0,-1.1391998929239158,1.1391998929239158
numeric__V109,1.1374396066048469,1.1374396066048469
numeric__V61,-1.0748213481051385,1.0748213481051385
numeric__D14,1.0734298833543572,1.0734298833543572
numeric__V1,1.0706043630994047,1.0706043630994047
categorical__DeviceInfo_PRA-LX3 Build/HUAWEIPRA-LX3,1.020579277467094,1.020579277467094
categorical__R_emaildomain_frontiernet.net,1.0038024507350627,1.0038024507350627
numeric__V8,-1.003144039815354,1.003144039815354
numeric__V24,0.9802589166617399,0.9802589166617399
numeric__V303,0.9797778352543474,0.9797778352543474
numeric__V116,-0.9707949027326563,0.9707949027326563
categorical__DeviceInfo_FRD-L04 Build/HUAWEIFRD-L04,-0.9549181132899545,0.9549181132899545
categorical__id_30_iOS 11.1.2,0.9545534579405257,0.9545534579405257
numeric__V29,0.9525035539235791,0.9525035539235791
categorical__DeviceInfo_SM-T810 Build/NRD90M,-0.9508682698071586,0.9508682698071586
numeric__id_25,0.934000565112054,0.934000565112054
categorical__DeviceInfo_CAM-L03 Build/HUAWEICAM-L03,0.9255921920969467,0.9255921920969467
numeric__V250,-0.9168041476737923,0.9168041476737923
numeric__C3,0.8980792543748244,0.8980792543748244
numeric__V41,-0.8929804350275663,0.8929804350275663
categorical__P_emaildomain_optonline.net,-0.8780011659001248,0.8780011659001248
categorical__DeviceInfo_SM-G935P Build/NRD90M,0.8774654738015246,0.8774654738015246
categorical__DeviceType_mobile,-0.8676434173475864,0.8676434173475864
numeric__V77,0.8431160077291053,0.8431160077291053
numeric__id_09,-0.8423994229634094,0.8423994229634094
numeric__V68,-0.8365577519270175,0.8365577519270175
categorical__DeviceInfo_SM-G950F Build/NRD90M,-0.8319404594769871,0.8319404594769871
numeric__D8,-0.8315805984562279,0.8315805984562279
numeric__V142,-0.8126115172866268,0.8126115172866268
numeric__V37,-0.8089815271737644,0.8089815271737644
numeric__D5,-0.7514252825540488,0.7514252825540488
numeric__V166,-0.6857044679556488,0.6857044679556488
numeric__V210,-0.65019508665765,0.65019508665765
numeric__V43,0.6500471972273711,0.6500471972273711
numeric__id_22,-0.6473212865027076,0.6473212865027076
numeric__id_06,0.6441704719203074,0.6441704719203074
numeric__V30,0.6404167708251407,0.6404167708251407
numeric__V52,-0.6398720332108593,0.6398720332108593
numeric__V184,0.636805057052988,0.636805057052988
numeric__id_20,0.6127063795673346,0.6127063795673346
numeric__card5,0.5927943882490023,0.5927943882490023
numeric__V125,0.592247867381452,0.592247867381452
numeric__V296,0.5901925630617759,0.5901925630617759
numeric__dist2,0.5712663616155527,0.5712663616155527
numeric__V81,-0.5543467734146903,0.5543467734146903
numeric__card3,0.5256678146742555,0.5256678146742555
numeric__V13,0.5106756165507385,0.5106756165507385
numeric__V174,0.5017091606157082,0.5017091606157082
numeric__V240,-0.5001744104900843,0.5001744104900843
categorical__R_emaildomain_msn.com,-0.49492672061220533,0.49492672061220533
categorical__DeviceInfo_VS995 Build/NRD90M,-0.484712008212832,0.484712008212832
numeric__id_07,-0.47810019358526246,0.47810019358526246
numeric__D7,0.47079086369208234,0.47079086369208234
numeric__V234,0.4438636368156059,0.4438636368156059
numeric__V170,0.43594712110188083,0.43594712110188083
numeric__id_19,0.42663217726214686,0.42663217726214686
numeric__D13,0.42295450294810166,0.42295450294810166
numeric__V9,-0.4216771891287685,0.4216771891287685
numeric__V247,0.41629250959351527,0.41629250959351527
categorical__P_emaildomain_suddenlink.net,0.4037767838467156,0.4037767838467156
numeric__V65,-0.40109230357356296,0.40109230357356296
categorical__DeviceInfo_SM-J320V Build/MMB29M,0.40015073970746895,0.40015073970746895
numeric__id_08,0.3947978711547151,0.3947978711547151
numeric__V186,0.38944590135172685,0.38944590135172685
categorical__DeviceInfo_P4526A Build/NRD90M,-0.3887046999587609,0.3887046999587609
categorical__DeviceInfo_ALE-L23 Build/HuaweiALE-L23,0.369335355480453,0.369335355480453
numeric__V89,0.3691038585501021,0.3691038585501021
numeric__id_17,-0.3226708069925972,0.3226708069925972
numeric__V108,-0.30538899247630313,0.30538899247630313
numeric__id_21,0.23107395363259142,0.23107395363259142
categorical__DeviceInfo_LG-H871,0.19648242276167602,0.19648242276167602
numeric__V88,0.17204726301956197,0.17204726301956197
numeric__id_05,0.16729126063635613,0.16729126063635613
numeric__id_10,0.1664852423211327,0.1664852423211327
numeric__card2,0.14821061687742088,0.14821061687742088
numeric__V121,0.10880926627215981,0.10880926627215981
numeric__V14,-0.08128505533967689,0.08128505533967689
numeric__addr1,-0.07351765209281158,0.07351765209281158
numeric__id_03,0.06218308231746761,0.06218308231746761
numeric__id_24,0.06088638072658692,0.06088638072658692
numeric__V189,-0.05945825132579685,0.05945825132579685
numeric__id_02,0.05117060042928556,0.05117060042928556
numeric__V305,-0.042512031378558524,0.042512031378558524
numeric__id_26,-0.021066500539355992,0.021066500539355992
numeric__V107,4.856808288877801e-09,4.856808288877801e-09
numeric__V241,-4.532871855644771e-10,4.532871855644771e-10
